model,prosocial,cond_id,condition,m,q,R,u,e,o,m_lo,m_hi,q_lo,q_hi,R_lo,R_hi,u_lo,u_hi,e_lo,e_hi,m_hw,q_hw,R_hw,u_hw,e_hw,o_hw,full_horizon,below_horizon,n_parent_runs,total_runs
gpt-5.4-mini,2,1,nl,12.0,1.0,0.0,0.0,1.0,0.0,12.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,5
gpt-5.4-mini,2,2,code-law,9.066666666666666,0.7555333333333333,82.0,0.371,0.9239333333333333,0.3,6.133333333333333,12.0,0.5111333333333333,1.0,62.38999999999999,101.60000000000001,0.16846666666666668,0.5735333333333333,0.8672,0.9723333333333333,2.9333333333333336,0.24443333333333336,19.605000000000004,0.20253333333333332,0.052566666666666685,0.24446666666666664,11,4,3,15
gpt-5.4-mini,2,1,nl,6.0,0.5,176.0,0.77735,0.8349,0.55,2.0,10.0,0.1667,0.8333,118.6,262.2,0.5025999999999999,1.0,0.7647,0.9038,4.0,0.33330000000000004,71.8,0.2487,0.06955,0.35,4,6,2,10
gpt-5.4-mini,3,0,no-contract,8.64,0.72,125.84,0.49643999999999994,0.9633200000000001,0.37332,5.12,12.0,0.42664,1.0,80.47200000000001,202.65,0.23922,0.7293000000000001,0.9433199999999999,0.98644,3.44,0.28668,61.088999999999984,0.24504,0.02155999999999998,0.29334,17,8,5,25
gpt-5.4-mini,3,1,nl,12.0,1.0,0.0,0.0,1.0,0.0,12.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,5
gpt-5.4-mini,3,2,code-law,10.666666666666666,0.8888666666666666,130.53333333333333,0.3285666666666667,0.9443999999999999,0.18886666666666665,8.0,12.0,0.6666666666666666,1.0,113.60000000000001,145.86666666666667,0.2278,0.5013666666666666,0.9315333333333333,0.9578666666666665,2.0,0.16666666666666666,16.133333333333336,0.13678333333333334,0.01316666666666666,0.18333333333333332,13,2,3,15
gpt-5.4-mini,3,1,nl,6.2,0.5167,215.0,0.8323,0.9168,0.65,2.0,10.4,0.1667,0.8667,117.2,326.2,0.6276999999999999,0.987,0.8693,0.9665,4.2,0.35000000000000003,104.5,0.17965,0.04860000000000003,0.35,4,6,2,10
gpt-5.4-mini,4,0,no-contract,10.32,0.86,115.84,0.41891999999999996,0.96024,0.21332,8.559999999999999,12.0,0.7133200000000001,1.0,91.28,143.2,0.22336,0.60806,0.9448399999999999,0.975,1.72,0.14334,25.96,0.19235,0.015080000000000005,0.14667999999999998,21,4,5,25
gpt-5.4-mini,4,1,nl,12.0,1.0,0.0,0.0,1.0,0.0,12.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,5
gpt-5.4-mini,4,2,code-law,8.0,0.6666666666666666,94.8,0.4908666666666666,0.9279333333333334,0.43333333333333335,5.333333333333333,10.666666666666666,0.4444666666666666,0.8888666666666666,77.06666666666666,122.0,0.31456666666666666,0.6666666666666666,0.8973333333333334,0.9546,2.6666666666666665,0.22220000000000004,22.46666666666667,0.17605,0.028633333333333327,0.2389,9,6,3,15
gpt-5.4-mini,4,1,nl,5.8,0.4833,227.0,0.88515,0.9134,0.6333,1.6,10.0,0.1333,0.8333,112.0,344.6,0.7503500000000001,1.0,0.858,0.9666,4.2,0.35000000000000003,116.30000000000001,0.12482499999999999,0.054300000000000015,0.36665000000000003,4,6,2,10
gpt-5.4-mini,5,0,no-contract,8.16,0.68,120.96,0.5156000000000001,0.94908,0.43332,4.96,11.28,0.41332,0.9400000000000001,86.72,160.01,0.27252,0.74902,0.9292400000000001,0.97036,3.1599999999999997,0.26334,36.645,0.23825000000000002,0.020560000000000002,0.29334,15,10,5,25
gpt-5.4-mini,5,1,nl,12.0,1.0,0.0,0.0,1.0,0.0,12.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,5
gpt-5.4-mini,5,2,code-law,12.0,1.0,132.79999999999998,0.23043333333333335,0.9508000000000001,0.06666666666666667,12.0,12.0,1.0,1.0,89.60000000000001,173.20000000000002,0.156,0.29933333333333334,0.9213333333333334,0.973,0.0,0.0,41.800000000000004,0.07166666666666667,0.025833333333333337,0.016666666666666666,15,0,3,15
gpt-5.4-mini,5,1,nl,12.0,1.0,306.6,0.6456,0.9175,0.2667,12.0,12.0,1.0,1.0,222.4,394.8,0.48875,0.8021,0.8964,0.9386,0.0,0.0,86.2,0.156675,0.021100000000000008,0.15000000000000002,10,0,2,10
grok-4.1-fast,0,0,no-contract,8.600000000000001,0.7167,290.9,0.91395,0.9225,0.20835,4.800000000000001,11.3,0.4,0.94165,181.6,397.5,0.8305,0.99335,0.8441000000000001,0.99135,3.25,0.270825,107.95,0.081425,0.073625,0.125,12,8,4,20
grok-4.1-fast,0,1,nl,8.2,0.6833,289.0,0.9769,0.9228,0.7167,4.2,12.0,0.35,1.0,151.4,426.6,0.9307,1.0,0.867,0.9766,3.9,0.325,137.60000000000002,0.034650000000000014,0.054800000000000015,0.22499999999999998,6,4,2,10
grok-4.1-fast,0,2,code-law,7.8,0.65,257.0,0.7819,0.8712,0.39999999999999997,6.6,9.9,0.55,0.825,181.3,348.1,0.647025,0.89795,0.8032999999999999,0.93875,1.65,0.1375,83.39999999999999,0.1254625,0.06772500000000001,0.175,12,8,4,20
grok-4.1-fast,0,1,nl,12.0,1.0,597.0,0.9975,0.9973,0.0167,12.0,12.0,1.0,1.0,591.0,600.0,0.9924999999999999,1.0,0.9918,1.0,0.0,0.0,4.5,0.0037500000000000033,0.0040999999999999925,0.025,10,0,2,10
grok-4.1-fast,1,0,no-contract,8.4,0.7,351.0,0.98085,0.9361,0.34165,4.5,11.3,0.36665000000000003,0.94165,196.4,502.3,0.96035,0.99875,0.8408,0.9907,3.4,0.2875,152.95,0.019199999999999995,0.07495000000000002,0.18335,12,8,4,20
grok-4.1-fast,1,1,nl,6.0,0.5,221.6,1.0,0.8583,0.85,2.0,10.0,0.1667,0.8333,123.4,330.4,1.0,1.0,0.7705,0.9461,4.0,0.33330000000000004,103.49999999999999,0.0,0.08780000000000004,0.175,4,6,2,10
grok-4.1-fast,1,2,code-law,8.600000000000001,0.7167,290.8,0.833825,0.90675,0.45,4.800000000000001,11.4,0.39165,0.95,174.0,417.0,0.7121999999999999,0.94665,0.8121,0.96765,3.3,0.279175,121.5,0.117225,0.07777500000000001,0.275,12,8,4,20
grok-4.1-fast,1,1,nl,12.0,1.0,565.2,0.96455,0.9817,0.0333,12.0,12.0,1.0,1.0,496.4,600.0,0.8949,1.0,0.9462,1.0,0.0,0.0,51.80000000000001,0.052549999999999986,0.02689999999999998,0.05,10,0,2,10
grok-4.1-fast,2,0,no-contract,10.0,0.83335,368.9,0.96995,0.9220999999999999,0.3417,6.0,12.0,0.5,1.0,247.1,454.2,0.911125,1.0,0.83005,0.9871,3.0,0.25,103.55,0.04443750000000002,0.07852499999999998,0.233325,16,4,4,20
grok-4.1-fast,2,1,nl,9.8,0.8167,286.4,0.9771,0.8356,0.6867,6.2,12.0,0.55,1.0,228.535,342.6,0.9312,1.0,0.743,0.9319,2.9,0.22499999999999998,57.03250000000001,0.034399999999999986,0.09444999999999998,0.14350000000000002,6,4,2,10
grok-4.1-fast,2,2,code-law,10.6,0.8833500000000001,425.79999999999995,0.92145,0.9731000000000001,0.26665,9.0,12.0,0.75,1.0,350.1,496.52,0.8622000000000001,0.97035,0.9382999999999999,0.9975,1.5,0.125,73.21000000000001,0.054074999999999984,0.029600000000000015,0.062499999999999986,16,4,4,20
grok-4.1-fast,2,1,nl,10.6,0.8833,522.6,0.9852000000000001,0.9463,0.12,7.8,12.0,0.65,1.0,367.8,600.0,0.9556,1.0,0.8389,1.0,2.1,0.175,116.1,0.022199999999999998,0.08055000000000001,0.18,8,2,2,10
grok-4.1-fast,3,0,no-contract,8.8,0.73335,391.4,0.9838,0.89575,0.44165,4.4,12.0,0.36665000000000003,1.0,219.2,513.6,0.9514,1.0,0.7338,0.9954000000000001,3.8,0.31667500000000004,147.2,0.02429999999999999,0.1308,0.28332499999999994,14,6,4,20
grok-4.1-fast,3,1,nl,12.0,1.0,408.4,0.9382,0.9657,0.4667,12.0,12.0,1.0,1.0,354.4,447.43,0.817,1.0,0.9493,0.9806,0.0,0.0,46.515000000000015,0.09150000000000003,0.015649999999999997,0.16670000000000001,10,0,2,10
grok-4.1-fast,3,2,code-law,8.3,0.69165,321.4,0.8472,0.9003,0.4,7.1,10.2,0.59165,0.85,231.6,449.8,0.775875,0.925075,0.8597,0.9511000000000001,1.55,0.12917499999999998,109.10000000000001,0.0746,0.04569999999999999,0.13335,12,8,4,20
grok-4.1-fast,3,1,nl,12.0,1.0,518.8,0.93135,0.871,0.1333,12.0,12.0,1.0,1.0,401.2,600.0,0.84995,1.0,0.7092,1.0,0.0,0.0,99.4,0.07502500000000001,0.14539999999999997,0.13335,10,0,2,10
grok-4.1-fast,4,0,no-contract,10.3,0.85835,410.3,0.9269499999999999,0.9392,0.26,8.3,12.0,0.69165,1.0,377.7825,445.8,0.8539,1.0,0.8889,0.98105,1.85,0.154175,34.008750000000006,0.07305,0.04607499999999998,0.11332500000000001,16,4,4,20
grok-4.1-fast,4,1,nl,10.2,0.85,336.8,0.9707,0.9019,0.5333,6.6,12.0,0.55,1.0,228.6,445.0,0.9215,1.0,0.7876,0.9687,2.7,0.22499999999999998,108.2,0.03925000000000001,0.09055000000000002,0.20829999999999999,8,2,2,10
grok-4.1-fast,4,2,code-law,12.0,1.0,387.5,0.7278249999999999,0.9839,0.20835,12.0,12.0,1.0,1.0,313.64,460.2,0.5904,0.8656250000000001,0.9581500000000001,0.9984500000000001,0.0,0.0,73.28,0.13761250000000003,0.02015,0.1125,20,0,4,20
grok-4.1-fast,4,1,nl,12.0,1.0,578.8,0.9823500000000001,0.9524,0.1,12.0,12.0,1.0,1.0,536.4,600.0,0.9470000000000001,1.0,0.8572,1.0,0.0,0.0,31.80000000000001,0.026499999999999996,0.07140000000000002,0.15,10,0,2,10
grok-4.1-fast,5,0,no-contract,12.0,1.0,457.7,0.9841500000000001,0.99465,0.24165,12.0,12.0,1.0,1.0,412.0,507.9525,0.9524,1.0,0.9908,0.9984999999999999,0.0,0.0,47.97624999999999,0.023799999999999988,0.0038499999999999923,0.07500000000000001,20,0,4,20
grok-4.1-fast,5,1,nl,12.0,1.0,414.6,0.9148,0.9811,0.4833,12.0,12.0,1.0,1.0,373.2,445.2,0.8179,0.9964,0.9717,0.9885,0.0,0.0,36.0,0.08925,0.008400000000000019,0.11670000000000003,10,0,2,10
grok-4.1-fast,5,2,code-law,12.0,1.0,374.5,0.7624500000000001,0.99525,0.23335,12.0,12.0,1.0,1.0,279.4,467.5375,0.58865,0.89335,0.9913000000000001,0.9983,0.0,0.0,94.06875,0.15234999999999999,0.003500000000000003,0.07092500000000002,20,0,4,20
grok-4.1-fast,5,1,nl,12.0,1.0,600.0,1.0,1.0,0.0,12.0,12.0,1.0,1.0,600.0,600.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,2,10
